model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,56655.56,2025-02-19,2025-02-24,New York,276.4,0,99.6,8.8,7,142.1,592
Tesla Model X,Plaid,Pearl White,Electric,Automatic,103594.1,2024-06-26,2024-09-02,California,325.7,0,69.6,4.8,7,151.3,736
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,52381.98,2024-06-01,2024-07-22,California,335.2,0,99.9,7.9,5,165.5,454
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,213979.17,2023-05-21,2023-07-23,Arizona,472.1,0,96.4,0.9,5,154.6,451
Tesla Model X,Standard Range,Red Multi-Coat,Electric,Automatic,81525.73,2023-09-13,2023-10-05,Connecticut,338.4,0,90.7,5.1,7,160.3,528
Tesla Model X,Long Range,Pearl White,Electric,Automatic,118651.29,2025-01-08,2025-02-08,Illinois,311.8,0,92.1,4.0,7,150.5,812
Tesla Model S,Performance,Solid Black,Electric,Automatic,97319.2,2023-06-10,2023-08-14,Virginia,384.5,0,95.9,3.1,5,167.4,435
Tesla Model 3,Standard Range,Pearl White,Electric,Automatic,53652.38,2025-03-07,2025-03-11,Maryland,271.1,0,81.7,12.0,5,160.4,611
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,218888.49,2024-11-30,2025-01-14,Texas,464.8,0,64.2,7.7,5,155.8,590
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,83772.02,2023-07-04,2023-09-24,Connecticut,341.5,0,70.7,7.0,7,159.4,898
Tesla Model X,Performance,Solid Black,Electric,Automatic,130921.72,2024-07-03,2024-09-18,Nevada,321.6,0,94.2,5.8,7,150.4,687
Tesla Model Y,Performance,Stealth Grey,Electric,Automatic,66350.71,2023-10-06,2023-12-01,New Jersey,263.2,0,76.3,6.1,7,167.0,553
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,84991.45,2024-11-27,2025-02-09,Massachusetts,305.6,0,93.4,7.4,7,163.9,571
Tesla Roadster,Performance,Deep Blue Metallic,Electric,Automatic,236633.88,2023-04-08,2023-04-15,New Jersey,483.5,0,82.4,9.7,5,164.7,636
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,248247.61,2024-04-01,2024-06-03,New York,613.7,0,84.3,10.9,5,145.9,498
Tesla Model 3,Plaid,Pearl White,Electric,Automatic,42076.8,2024-05-04,2024-05-17,Nevada,291.3,0,78.0,11.1,5,152.4,546
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,117446.5,2023-04-10,2023-06-20,Florida,312.1,0,85.0,1.6,7,145.6,608
Tesla Cybertruck,Performance,Solid Black,Electric,Automatic,79540.5,2025-01-13,2025-04-04,New Jersey,318.0,0,93.7,8.8,5,141.6,495
Tesla Model X,Long Range,Pearl White,Electric,Automatic,114152.71,2023-12-30,2024-03-28,Oregon,347.1,0,97.3,8.8,7,151.9,717
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,59151.77,2023-06-27,2023-09-05,New Jersey,472.4,0,81.3,2.2,5,168.2,506
Tesla Model 3,Long Range,Midnight Silver Metallic,Electric,Automatic,49682.0,2023-09-27,2023-12-17,Florida,286.0,0,87.5,2.6,5,145.9,525
Tesla Model 3,Plaid,Solid Black,Electric,Automatic,42351.81,2024-06-12,2024-06-17,California,282.5,0,94.1,6.4,5,157.3,547
Tesla Model X,Plaid,Solid Black,Electric,Automatic,99298.45,2023-06-03,2023-06-20,New York,330.6,0,98.8,2.5,7,165.4,716
Tesla Roadster,Standard Range,Pearl White,Electric,Automatic,211289.11,2023-07-22,2023-08-13,Arizona,608.0,0,91.2,9.9,5,155.7,489
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,234382.89,2023-08-22,2023-11-11,Colorado,447.3,0,68.7,6.3,5,146.7,547
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,50941.97,2024-03-05,2024-04-13,Arizona,321.4,0,90.2,10.4,5,144.7,493
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,41186.77,2023-12-04,2023-12-12,Virginia,329.5,0,63.5,11.4,5,146.8,536
Tesla Model S,Standard Range,Stealth Grey,Electric,Automatic,90689.34,2025-01-19,2025-03-24,New Jersey,361.6,0,74.8,3.1,5,151.9,455
Tesla Cybertruck,Long Range,Midnight Silver Metallic,Electric,Automatic,53504.27,2024-02-14,2024-04-22,Florida,362.3,0,75.5,9.6,5,162.7,614
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,133272.56,2024-05-13,2024-05-17,Nevada,320.0,0,83.2,9.2,7,160.6,472
Tesla Model Y,Performance,Midnight Silver Metallic,Electric,Automatic,51784.9,2025-01-02,2025-02-14,New York,317.3,0,80.4,0.6,7,162.5,591
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,72334.92,2023-06-24,2023-07-24,Oregon,270.0,0,65.7,9.7,5,141.8,483
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,49560.8,2024-01-30,2024-04-07,Oregon,301.5,0,90.1,3.4,5,160.3,506
Tesla Model Y,Performance,Stealth Grey,Electric,Automatic,56603.77,2024-11-02,2025-01-08,New Jersey,300.5,0,88.9,5.5,7,149.8,843
Tesla Cybertruck,Performance,Ultra Red,Electric,Automatic,63469.33,2025-03-24,2025-04-13,New York,426.3,0,92.5,0.5,5,155.0,467
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,83266.23,2024-12-18,2025-03-01,Massachusetts,379.2,0,95.5,4.4,5,163.5,460
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,97774.99,2024-12-01,2025-01-01,Massachusetts,344.3,0,68.1,8.2,7,160.2,453
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,68069.12,2023-07-29,2023-10-15,Massachusetts,276.4,0,68.1,11.9,5,140.6,511
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,49232.15,2024-04-30,2024-05-05,Virginia,292.4,0,88.6,2.6,7,164.9,756
Tesla Model S,Plaid,Ultra Red,Electric,Automatic,123633.08,2024-11-02,2025-01-27,Washington,397.1,0,82.7,8.2,5,144.3,629
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,242980.73,2025-03-24,2025-05-29,Nevada,411.5,0,95.5,7.5,5,168.5,456
Tesla Model S,Standard Range,Pearl White,Electric,Automatic,125031.98,2024-07-16,2024-08-06,Virginia,321.7,0,80.8,5.1,5,145.2,610
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,54952.78,2023-07-28,2023-10-03,New York,274.8,0,64.3,5.7,7,149.2,565
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,48772.48,2023-07-14,2023-08-04,California,290.6,0,67.1,11.8,7,158.2,445
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,96370.73,2024-08-09,2024-09-25,California,381.6,0,81.3,11.8,5,164.3,482
Tesla Model X,Performance,Solid Black,Electric,Automatic,91369.52,2024-08-15,2024-11-08,New Jersey,323.1,0,98.6,9.0,7,144.9,461
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,96420.25,2024-04-05,2024-04-06,Illinois,321.8,0,75.3,3.0,7,148.4,656
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,81792.26,2023-07-08,2023-08-08,Colorado,310.5,0,97.5,10.7,7,150.1,897
Tesla Model 3,Plaid,Deep Blue Metallic,Electric,Automatic,43495.36,2023-07-30,2023-08-24,Florida,280.5,0,87.5,7.0,5,150.7,607
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,52108.76,2023-11-17,2023-12-10,New Jersey,311.4,0,86.5,8.9,5,143.5,553
Tesla Model S,Standard Range,Solid Black,Electric,Automatic,87309.29,2024-08-15,2024-09-15,Virginia,349.6,0,81.3,4.8,5,161.8,489
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,55151.49,2024-12-15,2025-01-03,Florida,275.4,0,88.0,11.2,7,169.6,710
Tesla Model S,Plaid,Red Multi-Coat,Electric,Automatic,87693.46,2024-01-11,2024-01-14,Connecticut,372.9,0,96.0,11.8,5,140.9,501
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,56859.06,2024-12-04,2025-01-03,Oregon,263.3,0,79.6,9.7,7,159.7,818
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,51210.83,2025-02-24,2025-05-07,Nevada,294.4,0,69.3,5.6,7,140.5,608
Tesla Model Y,Performance,Stealth Grey,Electric,Automatic,47501.2,2024-06-14,2024-08-25,Nevada,263.1,0,92.3,8.2,7,160.8,788
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,115651.46,2024-02-20,2024-05-16,Connecticut,319.6,0,67.1,4.2,7,148.2,649
Tesla Roadster,Plaid,Solid Black,Electric,Automatic,220284.24,2023-11-09,2023-11-27,Nevada,517.8,0,61.7,4.8,5,151.1,437
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,42349.63,2025-02-25,2025-04-28,California,328.6,0,72.9,8.6,5,150.4,450
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,87870.74,2023-04-09,2023-06-06,California,327.5,0,90.3,1.3,7,160.5,894
Tesla Model Y,Performance,Midnight Silver Metallic,Electric,Automatic,44798.53,2024-05-05,2024-05-28,Virginia,320.3,0,60.7,5.8,7,148.5,737
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,98782.01,2024-08-04,2024-09-29,Arizona,339.8,0,93.5,4.4,7,144.0,430
Tesla Model X,Long Range,Pearl White,Electric,Automatic,112536.26,2024-02-24,2024-03-17,Oregon,336.5,0,95.5,7.9,7,149.1,638
Tesla Model Y,Performance,Ultra Red,Electric,Automatic,64414.82,2024-02-02,2024-04-22,California,273.5,0,60.4,6.6,7,145.7,602
Tesla Model 3,Performance,Solid Black,Electric,Automatic,47144.2,2024-07-02,2024-07-04,California,272.2,0,77.4,11.6,5,147.5,481
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,66156.7,2024-04-26,2024-07-10,Massachusetts,296.5,0,63.0,7.0,5,164.3,448
Tesla Model Y,Performance,Solid Black,Electric,Automatic,63298.79,2024-04-10,2024-05-21,Virginia,313.7,0,62.2,3.4,7,153.1,431
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,69767.05,2024-01-17,2024-04-08,Virginia,328.1,0,89.8,2.9,7,152.4,555
Tesla Cybertruck,Plaid,Red Multi-Coat,Electric,Automatic,64212.87,2023-12-13,2024-03-04,Maryland,445.4,0,66.4,1.6,5,144.2,642
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,50963.34,2023-12-08,2024-02-02,Florida,287.6,0,78.0,10.2,5,168.5,425
Tesla Model 3,Long Range,Red Multi-Coat,Electric,Automatic,46447.7,2023-10-25,2023-11-23,Connecticut,272.8,0,87.8,1.8,5,148.7,509
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,71619.72,2024-04-03,2024-05-19,Massachusetts,309.6,0,75.3,1.2,5,140.1,460
Tesla Model X,Plaid,Midnight Silver Metallic,Electric,Automatic,129710.36,2023-12-14,2023-12-17,Connecticut,311.0,0,98.9,8.4,7,152.5,644
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,52136.14,2024-03-12,2024-06-09,Washington,266.5,0,91.9,11.6,7,141.2,728
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,93180.52,2023-05-09,2023-07-24,New York,313.8,0,97.5,4.6,7,142.0,689
Tesla Cybertruck,Performance,Solid Black,Electric,Automatic,67413.03,2023-07-09,2023-07-10,Maryland,323.4,0,92.6,8.6,5,146.7,573
Tesla Cybertruck,Standard Range,Stealth Grey,Electric,Automatic,71321.02,2025-01-18,2025-03-24,Illinois,472.5,0,82.8,3.9,5,151.1,625
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,85584.48,2023-05-08,2023-06-26,Colorado,387.6,0,97.3,6.0,5,155.4,522
Tesla Cybertruck,Performance,Red Multi-Coat,Electric,Automatic,78358.77,2024-04-02,2024-06-22,Virginia,448.2,0,67.7,7.3,5,168.9,508
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,96232.97,2024-01-12,2024-04-03,Texas,331.6,0,98.0,1.5,7,143.8,487
Tesla Cybertruck,Standard Range,Ultra Red,Electric,Automatic,63278.21,2025-02-07,2025-02-22,Oregon,442.0,0,82.5,0.9,5,168.6,620
Tesla Model 3,Plaid,Deep Blue Metallic,Electric,Automatic,50537.5,2024-10-02,2024-10-07,Washington,278.3,0,98.9,10.5,5,167.6,643
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,51964.48,2025-03-24,2025-05-07,Arizona,456.5,0,70.4,3.5,5,156.9,525
Tesla Model Y,Performance,Pearl White,Electric,Automatic,49842.02,2023-04-14,2023-06-16,New York,309.7,0,72.5,10.5,7,169.7,804
Tesla Model X,Long Range,Solid Black,Electric,Automatic,82762.02,2023-05-04,2023-05-24,California,324.1,0,91.2,10.2,7,144.9,515
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,207563.23,2024-03-28,2024-06-14,Maryland,439.3,0,85.0,8.1,5,148.1,438
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,108556.09,2025-01-14,2025-03-29,Massachusetts,307.1,0,77.3,3.3,7,164.1,800
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,50266.16,2024-05-07,2024-05-28,Massachusetts,305.1,0,69.1,6.8,5,149.8,641
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,125135.55,2024-05-30,2024-07-13,New York,379.7,0,68.4,3.3,5,160.0,564
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,55717.42,2023-07-09,2023-09-09,Colorado,289.9,0,92.2,4.3,7,149.7,560
Tesla Model X,Performance,Pearl White,Electric,Automatic,122627.2,2024-12-24,2024-12-28,New York,345.4,0,60.5,6.1,7,146.4,627
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,64759.9,2025-01-26,2025-02-19,Oregon,409.0,0,98.0,7.4,5,155.8,445
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,232938.38,2024-09-23,2024-09-26,Arizona,446.4,0,60.8,10.7,5,140.7,617
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,48137.21,2024-09-12,2024-11-09,Colorado,283.7,0,68.2,5.1,7,165.0,754
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,46852.65,2024-01-26,2024-01-28,New York,296.8,0,85.7,1.6,7,151.8,802
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,49548.45,2024-02-24,2024-03-13,Illinois,270.1,0,73.2,6.9,5,146.6,641
Tesla Cybertruck,Plaid,Stealth Grey,Electric,Automatic,59931.09,2025-02-03,2025-04-04,Arizona,329.6,0,98.7,11.8,5,148.4,446
Tesla Model X,Standard Range,Pearl White,Electric,Automatic,108519.75,2024-05-02,2024-07-29,Texas,345.3,0,78.2,10.1,7,166.9,538
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,118968.88,2025-01-18,2025-03-08,Florida,340.4,0,87.3,8.1,7,148.3,768
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,218723.91,2023-04-14,2023-04-28,Washington,538.8,0,81.1,0.6,5,160.3,577
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,64276.79,2025-02-12,2025-04-11,Maryland,415.9,0,91.1,9.8,5,146.6,625
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,41907.04,2023-12-26,2024-02-10,Washington,271.1,0,71.8,5.8,5,157.8,425
Tesla Roadster,Performance,Solid Black,Electric,Automatic,214162.38,2024-09-18,2024-09-20,New York,484.0,0,90.9,5.5,5,153.6,620
Tesla Model Y,Performance,Solid Black,Electric,Automatic,59650.68,2023-04-18,2023-06-30,Florida,301.0,0,74.7,11.7,7,150.3,837
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,50184.66,2024-09-08,2024-11-11,New York,329.5,0,88.0,9.4,5,142.0,438
Tesla Roadster,Long Range,Red Multi-Coat,Electric,Automatic,215944.49,2024-01-16,2024-02-03,Colorado,410.2,0,71.6,4.1,5,168.8,589
Tesla Roadster,Long Range,Pearl White,Electric,Automatic,233540.7,2023-11-13,2023-12-14,Colorado,453.7,0,75.7,3.5,5,146.2,435
Tesla Cybertruck,Plaid,Red Multi-Coat,Electric,Automatic,59367.56,2025-01-30,2025-03-23,Illinois,414.3,0,74.4,10.9,5,165.6,516
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,123044.72,2024-10-11,2024-10-30,Arizona,308.6,0,65.3,1.1,7,148.6,630
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,81723.21,2023-04-13,2023-07-11,Texas,368.6,0,94.5,8.1,5,157.6,489
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,204104.91,2023-12-24,2024-02-17,Washington,556.2,0,84.4,10.3,5,148.9,607
Tesla Model X,Standard Range,Red Multi-Coat,Electric,Automatic,128684.76,2024-10-19,2025-01-12,Texas,311.1,0,69.9,9.0,7,157.3,489
Tesla Model 3,Long Range,Red Multi-Coat,Electric,Automatic,46716.79,2025-02-11,2025-04-16,New York,295.2,0,71.5,5.2,5,140.7,642
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,93003.05,2023-11-15,2023-12-04,Connecticut,386.6,0,88.2,1.7,5,152.7,477
Tesla Model S,Long Range,Solid Black,Electric,Automatic,90987.64,2024-10-17,2024-12-06,Maryland,356.2,0,67.6,3.7,5,158.5,598
Tesla Roadster,Long Range,Red Multi-Coat,Electric,Automatic,241828.36,2023-06-23,2023-09-04,Colorado,421.7,0,93.4,9.4,5,150.2,533
Tesla Model S,Long Range,Red Multi-Coat,Electric,Automatic,92730.62,2024-02-17,2024-02-19,Florida,333.3,0,81.9,9.6,5,150.8,547
Tesla Model Y,Performance,Ultra Red,Electric,Automatic,53031.74,2023-08-18,2023-11-15,Nevada,262.7,0,64.9,3.7,7,153.8,718
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,48262.07,2023-04-30,2023-06-23,California,324.4,0,89.2,9.5,5,151.5,478
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,43112.96,2025-01-07,2025-02-15,Maryland,297.2,0,61.0,1.1,5,147.5,506
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,50369.26,2023-03-31,2023-05-31,Maryland,295.0,0,88.7,11.8,5,163.5,641
Tesla Cybertruck,Performance,Ultra Red,Electric,Automatic,76052.65,2023-09-08,2023-11-12,Virginia,411.6,0,81.1,2.3,5,145.3,428
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,48546.5,2023-10-07,2023-12-18,Colorado,311.4,0,73.0,2.1,5,147.6,613
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,51010.62,2024-09-20,2024-09-24,California,250.0,0,78.0,11.9,5,141.8,648
Tesla Model 3,Long Range,Red Multi-Coat,Electric,Automatic,53474.2,2024-08-27,2024-09-06,Illinois,287.8,0,91.7,4.8,5,162.6,475
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,39895.23,2024-09-13,2024-09-22,Washington,303.7,0,83.5,5.6,5,152.0,520
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,237525.81,2023-10-08,2023-11-23,California,438.7,0,87.3,7.1,5,166.1,533
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,52425.54,2024-05-28,2024-06-16,Nevada,412.6,0,99.0,3.5,5,144.6,590
Tesla Model S,Performance,Solid Black,Electric,Automatic,117226.2,2024-10-14,2024-12-18,Connecticut,320.0,0,88.2,8.6,5,147.0,429
Tesla Model 3,Long Range,Midnight Silver Metallic,Electric,Automatic,52093.71,2025-02-07,2025-04-20,California,290.2,0,84.4,10.6,5,158.6,617
Tesla Model X,Plaid,Ultra Red,Electric,Automatic,135347.03,2024-02-20,2024-03-28,New Jersey,313.5,0,64.8,3.2,7,156.3,631
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,48181.88,2023-06-29,2023-07-10,Arizona,283.5,0,71.8,7.2,5,160.9,488
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,235893.11,2024-07-24,2024-08-17,Oregon,550.7,0,92.2,7.4,5,142.7,536
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,44220.3,2023-12-28,2024-02-15,Virginia,270.5,0,87.0,9.7,5,157.3,601
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,46519.28,2024-03-21,2024-05-26,Nevada,308.2,0,72.9,4.2,7,154.3,883
Tesla Model 3,Performance,Red Multi-Coat,Electric,Automatic,42785.02,2024-01-12,2024-04-09,Washington,281.4,0,78.3,11.1,5,160.9,509
Tesla Model S,Plaid,Solid Black,Electric,Automatic,106202.03,2023-09-01,2023-10-24,Washington,372.2,0,60.1,9.9,5,143.6,608
Tesla Model Y,Plaid,Deep Blue Metallic,Electric,Automatic,68792.62,2024-05-18,2024-06-24,Nevada,305.8,0,98.7,6.6,7,142.4,797
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,47923.55,2024-08-01,2024-08-17,Massachusetts,287.0,0,91.1,8.7,5,150.6,472
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,68980.88,2024-07-09,2024-08-23,Texas,296.4,0,62.8,6.7,7,154.9,747
Tesla Model 3,Long Range,Red Multi-Coat,Electric,Automatic,43881.4,2024-07-06,2024-09-21,Washington,270.6,0,78.8,6.8,5,162.5,501
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,50596.0,2024-03-02,2024-04-26,Oregon,284.1,0,62.6,1.1,5,144.7,519
Tesla Model 3,Standard Range,Deep Blue Metallic,Electric,Automatic,48627.91,2023-05-30,2023-06-20,Massachusetts,286.5,0,90.1,6.2,5,157.4,590
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,44176.64,2023-04-21,2023-04-30,Texas,312.9,0,90.8,7.0,5,160.4,475
Tesla Model Y,Plaid,Deep Blue Metallic,Electric,Automatic,53788.08,2024-01-25,2024-01-26,Texas,326.4,0,62.2,8.5,7,167.3,751
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,98193.25,2025-02-19,2025-03-13,Arizona,307.2,0,65.8,9.9,7,162.2,645
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,49832.06,2024-04-01,2024-06-16,New Jersey,267.6,0,76.1,6.8,7,146.4,702
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,229992.41,2024-04-12,2024-06-14,Nevada,616.3,0,93.4,7.3,5,141.2,474
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,43998.14,2024-05-14,2024-07-23,Arizona,296.2,0,89.6,2.1,7,150.4,602
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,59939.63,2025-01-11,2025-03-24,Maryland,329.5,0,68.9,9.1,7,159.5,713
Tesla Model 3,Plaid,Deep Blue Metallic,Electric,Automatic,52281.0,2023-08-29,2023-10-02,Nevada,321.3,0,79.2,3.2,5,166.1,507
Tesla Model Y,Standard Range,Ultra Red,Electric,Automatic,61753.54,2024-07-02,2024-08-30,Illinois,264.1,0,65.0,2.3,7,148.5,863
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,46213.79,2023-05-21,2023-07-09,Massachusetts,302.3,0,93.8,1.9,5,157.9,643
Tesla Model S,Plaid,Pearl White,Electric,Automatic,118785.37,2024-08-13,2024-10-04,Nevada,360.9,0,82.0,8.6,5,144.9,560
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,94615.3,2024-03-20,2024-05-08,Colorado,329.9,0,85.0,5.4,5,140.3,467
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,65471.92,2025-01-10,2025-03-01,Illinois,285.7,0,92.1,0.6,7,159.8,601
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,239922.1,2023-07-21,2023-10-13,Illinois,462.2,0,72.0,5.0,5,168.0,594
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,231633.48,2023-10-01,2023-10-28,Nevada,465.1,0,76.2,3.6,5,141.4,600
Tesla Model 3,Standard Range,Red Multi-Coat,Electric,Automatic,53391.07,2024-01-26,2024-02-16,New Jersey,329.3,0,96.0,1.7,5,150.4,589
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,215361.07,2024-06-01,2024-07-22,Colorado,598.8,0,81.3,8.1,5,147.5,460
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,58058.29,2024-12-14,2024-12-18,Florida,295.0,0,65.8,9.3,5,165.3,464
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,116653.29,2024-05-06,2024-08-02,Arizona,326.0,0,78.7,4.1,5,165.8,503
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,47094.74,2025-03-27,2025-04-20,Maryland,317.9,0,76.8,2.3,5,150.9,586
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,70131.75,2023-07-29,2023-10-26,Arizona,438.6,0,64.7,1.3,5,170.0,463
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,54133.04,2024-05-22,2024-07-03,Massachusetts,263.1,0,84.4,11.9,7,162.2,596
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,130980.6,2024-10-10,2024-12-14,Illinois,317.8,0,91.3,6.0,7,154.8,789
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,249724.9,2023-04-02,2023-05-14,California,487.7,0,77.8,4.0,5,167.3,539
Tesla Model X,Performance,Stealth Grey,Electric,Automatic,108061.56,2024-03-13,2024-04-30,Colorado,343.5,0,64.7,10.3,7,144.4,653
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,48492.84,2024-12-23,2025-03-18,Colorado,269.3,0,71.9,9.2,5,169.3,497
